number	korean	notes
901	속도
902	속옷
903	손
904	손가락
905	손녀	손자
906	손님
907	손바닥
908	손수건
909	송편
910	쇼핑
911	수
912	수건
913	수고
914	수박
915	수술
916	수업
917	수영
918	수영복
919	수영장
920	수요일
921	수저
922	수첩
923	숙제
924	순두부찌개
925	순서
926	숟가락	젓가락
927	술
928	술집
929	숫자
930	쉬다
931	쉬다
932	쉰
933	쉽다	어렵다
934	슈퍼마켓
935	스무
936	스물
937	스스로
938	스웨터
939	스카프
940	스케이트
941	스키
942	스키장
943	스타
944	스트레스
945	스파게티
946	스포츠
947	슬퍼하다
948	슬프다	기쁘다
949	슬픔	기쁨
950	습관
951	시
952	시
953	시간
954	시간표
955	시계
956	시골	도시
957	시끄럽다	조용하다
958	시내
959	시다	달다
960	시민
961	시어머니
962	시원하다	따뜻하다
963	시월
964	시작	끝
965	시장
966	시청
967	시키다
968	시험
969	식구
970	식다
971	식당
972	식빵
973	식사
974	식초
975	식탁
976	식품
977	신다	벗다
978	신랑	신부
979	신문
980	신발
981	신부	신랑
982	신분증
983	신선하다
984	신청
985	신호
986	신호등
987	신혼여행
988	싣다
989	실례
990	실수
991	실패	성공
992	싫다	좋다
993	싫어하다	좋아하다
994	심다
995	심심하다	재미있다
996	심하다
997	십
998	십만
999	십이월
1000	십일월
