number	korean	notes
1	가게	상점
2	가격	값
3	가구
4	가깝다	멀다
5	가끔	자주
6	가늘다	굵다
7	가다	오다
8	가득
9	가르치다	배우다
10	가리키다
11	가방
12	가볍다	무겁다
13	가수
14	가슴
15	가요
16	가운데
17	가위
18	가을	봄
19	가장
20	가져가다	가져오다
21	가져오다	가져가다
22	가족
23	가지
24	가지다
25	각각
26	간단하다	복잡하다
27	간단히
28	간식
29	간장
30	간호사
31	갈비
32	갈비탕
33	갈색
34	갈아입다
35	갈아타다
36	감
37	감기
38	감기약
39	감다
40	감다
41	감사
42	감자
43	갑자기
44	값	가격
45	강
46	강아지	고양이
47	강하다	약하다
48	갖다
49	같다	다르다
50	같이	함께
51	갚다
52	개
53	개
54	개월
55	거
56	거기	여기
57	거리
58	거리
59	거실
60	거울
61	거의
62	거절
63	거짓말
64	걱정
65	건강
66	건너가다	건너오다
67	건너다
68	건너편
69	건물
70	걷다
71	걸다
72	걸리다
73	걸어가다	걸어오다
74	걸어오다	걸어가다
75	걸음
76	검사
77	검은색	흰색
78	검정
79	것
80	겉	속
81	게으르다	부지런하다
82	게임
83	겨울	여름
84	결과
85	결석	출석
86	결심
87	결정
88	결혼
89	결혼식
90	경기
91	경찰
92	경찰서
93	경치
94	경험
95	계단
96	계란	달걀
97	계산
98	계속
99	계시다	있다
100	계절
