number	korean	notes
101	계획
102	고개	머리
103	고기
104	고등학교	중학교
105	고등학생	중학생
106	고르다
107	고맙다	감사하다
108	고모	이모
109	고민	걱정
110	고속버스
111	고양이	개
112	고장
113	고추장
114	고치다
115	고프다	배고프다
116	고향
117	곧
118	곳	장소
119	공
120	공무원
121	공부	학습
122	공원
123	공장
124	공짜
125	공책	노트
126	공항
127	공휴일	휴일
128	과거	미래
129	과일
130	과자
131	관계
132	관광	여행
133	관광객	여행객
134	관광지	여행지
135	관심
136	광고
137	광주
138	괜찮다
139	괴로워하다
140	교과서	책
141	교사	선생님
142	교수
143	교실
144	교육
145	교통
146	교통비
147	교통사고	사고
148	교환
149	교회
150	구
151	구경	관광
152	구두	신발
153	구름
154	구십
155	구월
156	국	탕
157	국내	국제
158	국수
159	국적
160	국제	국내
161	군인
162	굳다
163	굵다	가늘다
164	굽다
165	궁금하다
166	권
167	귀
168	귀걸이	목걸이
169	귀여워하다
170	귀엽다
171	귀찮다
172	규칙
173	귤
174	그
175	그거	이거
176	그것	이것
177	그곳	여기
178	그날
179	그냥
180	그대로
181	그동안
182	그때
183	그래
184	그래서
185	그러나
186	그러니까
187	그러면
188	그러므로
189	그런
190	그런데
191	그럼
192	그럼
193	그렇다
194	그렇지만
195	그릇
196	그리고
197	그리다
198	그림
199	그립다
200	그만
