number	korean	notes
301	남편	아내
302	남학생	여학생
303	낫다
304	낫다
305	낮	밤
306	낮다	높다
307	낮잠
308	내
309	내과
310	내년	작년
311	내다
312	내려가다	올라가다
313	내려오다	올라오다
314	내리다	오르다
315	내용
316	내일	어제
317	냄비
318	냄새
319	냉면
320	냉장고
321	너
322	너무
323	너희
324	넓다	좁다
325	넘다
326	넘어지다
327	넣다	꺼내다
328	네
329	네
330	네
331	넥타이
332	넷
333	넷째
334	년
335	노란색	파란색
336	노랗다	파랗다
337	노래	노래
338	노래방
339	노력
340	노인	젊은이
341	노트	공책
342	녹색
343	녹차
344	놀다
345	놀라다
346	놀이	게임
347	농구	축구
348	농담
349	높다	낮다
350	높이
351	높이
352	놓다
353	누구
354	누나	언니
355	누르다
356	눈	귀
357	눈	비
358	눈물
359	눕다	일어나다
360	뉴스
361	느끼다
362	느낌
363	느리다	빠르다
364	늘
365	늘다	줄다
366	늙다	젊다
367	능력
368	늦다	이르다
369	다
370	다녀오다
371	다니다
372	다르다	같다
373	다른	같은
374	다리	팔
375	다리
376	다림질
377	다섯
378	다섯째
379	다시
380	다양
381	다음	이전
382	다음날
383	다이어트
384	다치다
385	다하다
386	닦다
387	단순	복잡
388	단어	낱말
389	단추
390	단풍
391	닫다	열다
392	달
393	달걀	계란
394	달다	쓰다
395	달력
396	달리기
397	달리다	걷다
398	닭
399	닭고기
400	닮다
