number	korean	notes
1200	오이	호박
1201	오전	오후
1202	오후	오전
1203	온도	기온
1204	올라가다	올라오다
1205	올라오다	올라가다
1206	올리다	내리다
1207	올림
1208	올림픽
1209	올해	작년
1210	옳다	틀리다
1211	옷
1212	옷걸이
1213	옷장
1214	와
1215	와이셔츠
1216	완전히
1217	왕	여왕
1218	왜
1219	왜냐하면
1220	외국	국내
1221	외국어
1222	외국인
1223	외롭다
1224	외우다
1225	외출
1226	왼손	오른손
1227	왼쪽	오른쪽
1228	요금
1229	요리
1230	요리사
1231	요일
1232	요즘
1233	우동
1234	우리
1235	우리나라
1236	우산
1237	우선
1238	우유
1239	우체국
1240	우표
1241	운동
1242	운동복
1243	운동장
1244	운동화
1245	운전
1246	운전사
1247	울다	웃다
1248	울산
1249	울음	웃음
1250	움직이다
1251	웃다	울다
1252	웃음	울음
1253	원
1254	원피스
1255	원하다
1256	월
1257	월급
1258	월요일
1259	위	아래
1260	위쪽	아래쪽
1261	위치
1262	위험	안전
1263	유리
1264	유명
1265	유월
1266	유치원
1267	유학
1268	유학생
1269	유행
1270	육
1271	육교	지하도
1272	육십
1273	윷놀이
1274	은행
1275	음
1276	음료
1277	음료수
1278	음식
1279	음식점	식당
1280	음악
1281	음악가
1282	응
1283	의미	뜻
1284	의사	환자
1285	의자
1286	이
1287	이	저
1288	이
1289	이거	저거
1290	이것	저것
1291	이곳	저곳
1292	이기다	지다
1293	이날
1294	이다
1295	이따가
1296	이때
1297	이런	저런
1298	이렇다	저렇다
1299	이르다	늦다
