301	남편
302	남학생	男學生 / 男学生
303	낫다
304	낫다
305	낮
306	낮다
307	낮잠	낮 + 잠
308	내
309	내과	內科 / 内科
310	내년	來年 / 来年
311	내다
312	내려가다	내리다 + 가다
313	내려오다	내리다 + 오다
314	내리다
315	내용	內容 / 内容
316	내일	來日 / 来日
317	냄비
318	냄새
319	냉면	冷麵 / 冷麺
320	냉장고	冷藏庫
321	너
322	너무
323	너희
324	넓다
325	넘다
326	넘어지다
327	넣다
328	네
329	네
330	네
331	넥타이	necktie
332	넷
333	넷째
334	년	年
335	노란색
336	노랗다
337	노래
338	노래방	노래 + 房
339	노력	努力
340	노인	老人
341	노트	note
342	녹색	綠色 / 緑色
343	녹차	綠茶 / 緑茶
344	놀다
345	놀라다
346	놀이
347	농구	籠球
348	농담	弄談
349	높다
350	높이
351	높이
352	놓다
353	누구
354	누나
355	누르다
356	눈
357	눈
358	눈물	눈 + 물
359	눕다
360	뉴스	news
361	느끼다
362	느낌
363	느리다
364	늘
365	늘다
366	늙다
367	능력	能力
368	늦다
369	다
370	다녀오다	다니다 + 오다
371	다니다
372	다르다
373	다른
374	다리
375	다리
376	다림질
377	다섯
378	다섯째
379	다시
380	다양	多樣
381	다음
382	다음날
383	다이어트	diet
384	다치다
385	다하다
386	닦다
387	단순	單純 / 単純
388	단어	單語 / 単語
389	단추
390	단풍	丹楓
391	닫다
392	달
393	달걀	달 + 알
394	달다
395	달력	달 + 曆
396	달리기	달리다 + 기
397	달리다
398	닭
399	닭고기	닭 + 고기
400	닮다
