number	korean	notes
601	무겁다	가볍다
602	무게
603	무궁화
604	무료	유료
605	무릎
606	무섭다
607	무슨
608	무엇
609	무척
610	문
611	문제	답
612	문화
613	묻다	답하다
614	물	불
615	물건
616	물고기
617	물론
618	물어보다	묻다
619	뭐	무엇
620	미국
621	미끄러지다
622	미래	과거
623	미리
624	미술관
625	미안	죄송
626	미역국
627	미용실
628	미터
629	믿다
630	밀가루
631	밀다	당기다
632	밑	위
633	바깥	안
634	바깥쪽	안쪽
635	바꾸다
636	바뀌다
637	바나나
638	바다	산
639	바닥	천장
640	바닷가
641	바라다
642	바라보다
643	바람	바람
644	바로
645	바르다
646	바쁘다	한가하다
647	바이올린
648	바지	치마
649	박물관	미술관
650	박수
651	밖	안
652	반
653	반	학급
654	반갑다
655	반대
656	반드시
657	반바지	긴바지
658	반지
659	반찬
660	받다	주다
661	받아쓰다
662	발	손
663	발가락	손가락
664	발바닥
665	밝다	어둡다
666	밤	낮
667	밥	빵
668	방
669	방금
670	방문	창문
671	방문
672	방법
673	방송
674	방송국
675	방학
676	방향
677	배	등
678	배	배
679	배	사과
680	배
681	배달
682	배드민턴
683	배우	배우
684	배우다	가르치다
685	배추
686	배탈
687	백
688	백만	천만
689	백화점
690	뱀
691	버릇	습관
692	버리다
693	버스	택시
694	번
695	번째
696	번호
697	벌
698	벌다
699	벌써
700	벗다	입다
