1601	초	秒
1602	초대	招待
1603	초대장	招待狀 / 招待状
1604	초등학교	初等學校 / 初等学校
1605	초등학생	初等學生 / 初等学生
1606	초록색
1607	초콜릿	chocolate
1608	최고	最高
1609	최근	最近
1610	추다
1611	추석	秋夕
1612	축구	蹴球
1613	축구공	蹴球 + 공
1614	축하	祝賀
1615	출구	出口
1616	출근	出勤
1617	출발	出發 / 出発
1618	출석	出席
1619	출입	出入
1620	출입국	出入國 / 出入国
1621	출장	出張
1622	출퇴근	出退勤
1623	춤
1624	춤추다	춤 + 추다
1625	춥다
1626	충분하다	充分
1627	취미	趣味
1628	취소	取消
1629	취직	就職
1630	층	層
1631	치과	齒科 / 歯科
1632	치다
1633	치료	治療
1634	치마
1635	치약	齒藥 / 歯薬
1636	치킨	chicken
1637	친구	親舊
1638	친절	親切
1639	친척	親戚
1640	친하다	親
1641	칠	七
1642	칠십	七十
1643	칠월	七月
1644	칠판	黑板
1645	침대	寢臺 / 寝台
1646	침실	寢室 / 寝室
1647	칫솔	齒 + 솔
1648	칭찬	稱讚 / 称賛
1649	카드	card
1650	카레	カレー / curry
1651	카메라	camera
1652	카페	cafe
1653	칼
1654	칼국수	칼 + 국수
1655	캐나다	Canada
1656	커피	coffee
1657	커피숍	coffee + shop
1658	컴퓨터	computer
1659	컵	cup
1660	케이크	cake
1661	켜다
1662	켜다
1663	켤레
1664	코
1665	코끼리
1666	콘서트	concert
1667	콜라	Cola
1668	콧물	코 + 물
1669	콩
1670	크기
1671	크다
1672	크리스마스	Christmas
1673	큰소리	큰 + 소리
1674	키
1675	키우다
1676	킬로그램	kilogram
1677	킬로미터	kilometer
1678	타다
1679	타다
1680	타다
1681	탁구	卓球
1682	탕수육	糖醋肉
1683	태국	泰國 / 泰国
1684	태권도	跆拳道
1685	태극기	太極旗
1686	태도	態度
1687	태어나다
1688	태풍	颱風 / 台風
1689	택배	宅配
1690	택시	taxi
1691	터미널	terminal
1692	테니스	tennis
1693	테니스장	tennis + 場
1694	테이블	table
1695	텔레비전	television
1696	토끼
1697	토마토	tomato
1698	토요일	土曜日
1699	통장	通帳
1700	통화	通話
