801	사장	社長
802	사전	辭典 / 辞典
803	사진	寫眞 / 写真
804	사탕	砂糖
805	사흘
806	산
807	산책	散策
808	살
809	살
810	살다
811	삼	三
812	삼거리	三 + 거리
813	삼겹살	三 + 겹 + 살
814	삼계탕	蔘鷄湯 / 参鶏湯
815	삼십	三十
816	삼월	三月
817	삼촌
818	상	賞
819	상자	箱子
820	상처	傷處
821	상추
822	상품	商品
823	새
824	새
825	새로
826	새롭다
827	새벽
828	새해	새 + 해
829	색	色
830	색깔	色 + 깔
831	샌드위치	sandwich
832	생각	生覺 / 生覚
833	생각나다	生覺 + 나다
834	생기다	生
835	생선	生鮮
836	생신	生辰
837	생일	生日
838	생활	生活
839	샤워	shower
840	서너	서 + 너
841	서다
842	서두르다
843	서랍
844	서로
845	서류	書類
846	서른
847	서비스	service
848	서양	西洋
849	서울
850	서점	書店
851	서쪽	西 + 쪽
852	섞다
853	선물	膳物
854	선배	先輩
855	선생님	先生 + 님
856	선선하다
857	선수	選手
858	선택	選擇 / 選択
859	선풍기	旋風機
860	설거지
861	설날
862	설렁탕
863	설명	說明
864	설탕	雪糖
865	섬
866	섭섭하다
867	성	姓
868	성격	性格
869	성공	成功
870	성적	成績
871	성함	姓銜
872	세
873	세
874	세계	世界
875	세다
876	세배	歲拜
877	세상	世上
878	세수	洗手
879	세우다
880	세탁	洗濯
881	세탁기	洗濯機
882	세탁소	洗濯所
883	센터	center
884	센티미터	centimeter
885	셋
886	셋째
887	소
888	소개	紹介
889	소고기	소 + 고기
890	소금
891	소리
892	소설	小說
893	소식	消息
894	소주	燒酒
895	소중하다	所重
896	소파	sofa
897	소포	小包
898	소풍	逍風
899	소화제	消化劑 / 消化剤
900	속
