1701	퇴근	退勤
1702	퇴원	退院
1703	튀기다
1704	튀김
1705	트럭	truck
1706	특별하다	特別
1707	특별히	特別
1708	특히	特
1709	튼튼하다
1710	틀다
1711	틀리다
1712	티셔츠	t-shirt
1713	팀	team
1714	파란색
1715	파랗다
1716	파티	party
1717	팔
1718	팔	八
1719	팔다
1720	팔리다
1721	팔십	八十
1722	팔월	八月
1723	펴다
1724	편리	便利
1725	편안	便安
1726	편의점	便宜店
1727	편지	便紙
1728	편찮다
1729	편하다	便
1730	평소	平素
1731	평일	平日
1732	포도	葡萄
1733	포장	包裝
1734	표	票
1735	푸르다
1736	푹
1737	풀다
1738	풍경	風景
1739	프라이팬	frying pan
1740	프랑스	France / 佛蘭西
1741	프로그램	program
1742	피
1743	피곤	疲困
1744	피다
1745	피아노	piano
1746	피우다
1747	피자	pizza
1748	필요	必要
1749	필통	筆筒
1750	하나
1751	하늘
1752	하늘색	하늘 + 색
1753	하다
1754	-하다
1755	하루
1756	하숙비	下宿費
1757	하숙집	下宿 + 집
1758	하얀색
1759	하얗다
1760	하지만
1761	학교	學校 / 学校
1762	학기	學期 / 学期
1763	학년	學年 / 学年
1764	학생	學生 / 学生
1765	학생증	學生證 / 学生証
1766	학원	學院 / 学院
1767	한
1768	한가하다	閑暇
1769	한강	漢江
1770	한국	韓國 / 韓国
1771	한글	韓 + 글
1772	한두	한 + 두
1773	한번	한 + 번
1774	한복	韓服
1775	한식	韓食
1776	한식집	韓食 + 집
1777	한옥	韓屋
1778	한잔	한 + 잔
1779	한턱
1780	할머니
1781	할아버지
1782	할인	割引
1783	함께
1784	항공	航空
1785	항공권	航空券
1786	항상	恒常
1787	해
1788	해마다	해 + 마다
1789	해외	海外
1790	해외여행	海外旅行
1791	햄버거	hamburger
1792	햇빛	해 + 빛
1793	행동	行動
1794	행복	幸福
1795	행사	行事
1796	허리
1797	헤어지다
1798	헬스클럽	health club
1799	혀
1800	현금	現金
