1001	싱겁다
1002	싸다
1003	싸다
1004	싸우다
1005	쌀
1006	쌀쌀하다
1007	쌓다
1008	썰다
1009	쓰다
1010	쓰다
1011	쓰다
1012	쓰다
1013	쓰레기
1014	쓰레기통	쓰레기 + 통
1015	씨	氏
1016	씹다
1017	씻다
1018	아
1019	아가씨
1020	아기
1021	아까
1022	아나운서	announcer
1023	아내
1024	아니
1025	아니다
1026	아니요
1027	아들
1028	아래
1029	아래쪽	아래 + 쪽
1030	아르바이트	アルバイト / Arbeit
1031	아름답다
1032	아마
1033	아무
1034	아무것
1035	아무리
1036	아버님
1037	아버지
1038	아빠
1039	아이
1040	아이스크림	ice cream
1041	아저씨
1042	아주
1043	아주머니
1044	아줌마
1045	아직
1046	아침
1047	아파트	apartment
1048	아프다
1049	아홉
1050	아흔
1051	악기	樂器 / 楽器
1052	안
1053	안
1054	안개
1055	안경	眼鏡
1056	안내	案內 / 案内
1057	안내문	案內文 / 案内文
1058	안녕	安寧
1059	안녕히	安寧
1060	안다
1061	안되다	안 + 되다
1062	안전	安全
1063	안쪽	안 + 쪽
1064	앉다
1065	알다
1066	알리다
1067	알맞다	알 + 맞다
1068	알아보다	알다 + 보다
1069	앞
1070	앞쪽	앞 + 쪽
1071	애
1072	애인	愛人
1073	앨범	album
1074	야	夜
1075	야구	野球
1076	야채	野菜
1077	약
1078	약	藥 / 薬
1079	약간	若干
1080	약국	藥局 / 薬局
1081	약사	藥師 / 薬師
1082	약속	約束
1083	약하다	弱
1084	얇다
1085	양말	洋襪
1086	양복	洋服
1087	양식	樣式 / 様式
1088	양식집	洋食 + 집
1089	양치질	楊枝 + 질
1090	얘기
1091	어
1092	어깨
1093	어느
1094	어둡다
1095	어디
1096	어떠하다
1097	어떤
1098	어떻다
1099	어렵다
1100	어른
